1,     0, 24
2,     1, 24
3,     2, 30
4,     3, 33
5,     4, 25
6,     5, 22
7,     6, 26
8,     7, 29
9,     8, 32
10,     9, 33
11,    10, 28
12,    11, 28
13,    12, 21
14,    13, 36
15,    14, 28
16,    15, 32
17,    16, 46
18,    17, 32
19,    18, 23
20,    19, 31
21,    20, 26
22,    21, 22
23,    22, 33
24,    23, 34
25,    24, 24
26,    25, 37
27,    26, 27
28,    27, 27
29,    28, 38
30,    29, 37
31,    30, 27
32,    31, 53
33,    32, 36
34,    33, 24
35,    34, 31
36,    35, 30
37,    36, 34
38,    37, 37
39,    38, 26
40,    39, 24
41,    40, 25
42,    41, 26
43,    42, 28
44,    43, 38
45,    44, 32
46,    45, 29
47,    46, 20
48,    47, 19
49,    48, 39
50,    49, 26
51,    50, 43
52,    51, 19
53,    52, 24
54,    53, 38
55,    54, 29
56,    55, 30
57,    56, 34
58,    57, 31
59,    58, 38
60,    59, 38
61,    60, 27
62,    61, 34
63,    62, 36
64,    63, 23
65,    64, 38
66,    65, 28
67,    66, 30
68,    67, 28
69,    68, 25
70,    69, 26
71,    70, 30
72,    71, 28
73,    72, 29
74,    73, 38
75,    74, 35
76,    75, 28
77,    76, 41
78,    77, 26
79,    78, 22
80,    79, 35
81,    80, 39
82,    81, 23
83,    82, 25
84,    83, 28
85,    84, 33
86,    85, 42
87,    86, 28
88,    87, 40
89,    88, 47
90,    89, 28
91,    90, 23
92,    91, 28
93,    92, 44
94,    93, 27
95,    94, 27
96,    95, 22
97,    96, 33
98,    97, 38
99,    98, 27
100,    99, 28
101,   100, 25
102,   101, 25
103,   102, 25
104,   103, 42
105,   104, 42
106,   105, 37
107,   106, 29
108,   107, 30
109,   108, 39
110,   109, 25
111,   110, 26
112,   111, 41
113,   112, 23
114,   113, 30
115,   114, 36
116,   115, 27
117,   116, 37
118,   117, 23
119,   118, 29
120,   119, 34
121,   120, 29
122,   121, 42
123,   122, 16
124,   123, 35
125,   124, 47
126,   125, 31
127,   126, 33
128,   127, 38
129,   128, 34
130,   129, 35
131,   130, 29
132,   131, 25
133,   132, 21
134,   133, 28
135,   134, 35
136,   135, 27
137,   136, 25
138,   137, 36
139,   138, 29
140,   139, 28
141,   140, 32
142,   141, 37
143,   142, 22
144,   143, 25
145,   144, 29
146,   145, 31
147,   146, 43
148,   147, 22
149,   148, 27
150,   149, 30
151,   150, 25
152,   151, 29
153,   152, 36
154,   153, 30
155,   154, 38
156,   155, 39
157,   156, 34
158,   157, 30
159,   158, 38
160,   159, 42
161,   160, 32
162,   161, 33
163,   162, 40
164,   163, 39
165,   164, 37
166,   165, 41
167,   166, 41
168,   167, 35
169,   168, 28
170,   169, 51
171,   170, 43
172,   171, 32
173,   172, 37
174,   173, 42
175,   174, 43
176,   175, 53
177,   176, 42
178,   177, 49
179,   178, 39
180,   179, 44
181,   180, 46
182,   181, 53
183,   182, 54
184,   183, 51
185,   184, 48
186,   185, 76
187,   186, 53
188,   187, 65
189,   188, 63
190,   189, 56
191,   190, 67
192,   191, 76
193,   192, 71
194,   193, 71
195,   194, 71
196,   195, 82
197,   196, 86
198,   197, 90
199,   198, 98
200,   199, 92
201,   200, 115
202,   201, 108
203,   202, 119
204,   203, 118
205,   204, 123
206,   205, 137
207,   206, 135
208,   207, 149
209,   208, 153
210,   209, 169
211,   210, 187
212,   211, 211
213,   212, 208
214,   213, 212
215,   214, 234
216,   215, 258
217,   216, 258
218,   217, 264
219,   218, 273
220,   219, 303
221,   220, 344
222,   221, 337
223,   222, 412
224,   223, 405
225,   224, 381
226,   225, 421
227,   226, 448
228,   227, 522
229,   228, 540
230,   229, 589
231,   230, 571
232,   231, 605
233,   232, 652
234,   233, 731
235,   234, 778
236,   235, 836
237,   236, 841
238,   237, 813
239,   238, 924
240,   239, 1005
241,   240, 1082
242,   241, 1229
243,   242, 1191
244,   243, 1350
245,   244, 1400
246,   245, 1525
247,   246, 1593
248,   247, 1705
249,   248, 1762
250,   249, 1950
251,   250, 1983
252,   251, 2205
253,   252, 2166
254,   253, 2467
255,   254, 2495
256,   255, 2752
257,   256, 2847
258,   257, 3031
259,   258, 3159
260,   259, 3437
261,   260, 3634
262,   261, 3775
263,   262, 3943
264,   263, 4138
265,   264, 4510
266,   265, 4632
